k,seed,construction,method,worst_case,reduced_cost,cost_ratio,cost_diff,regret,lol_reduced,lol_full,relative_wc_weight,percentage,avg_weight_normal,avg_weight_wc,max_weight_normal,max_weight_wc,avg_local_wc_dist,inv_cost_reduced,fixed_inv_cost_reduced,inv_cost_ref,fixed_inv_cost_ref,inv_ccgt,inv_solar,inv_ocgt,inv_wind,inv_wind_offshore,inv_battery,inv_electrolizer,clustering_time
100,3,2,kmedoids_dirac_no_wc_2,no_wc,682.3663617393795,1.297128239328761,156.30707087659562,29.712823932876116,27,3,0.0,0.0,10.95,0.0,49.0,0.0,0.0,305.1258681732759,59.16909526746834,323.87764369362117,64.70319207412541,0.9853213834615496,2.5581715230071,0.34271864072372094,2.7379114402534084,0.0,1.49014828314617,1.0124236214021658,0.6900429
150,1,2,kmedoids_dirac_no_wc_2,no_wc,534.5723399514321,1.0161826798547482,8.513049088648245,1.61826798547481,10,3,0.0,0.0,7.3,0.0,34.0,0.0,0.0,334.56992937850754,61.28068043703773,323.87764369362117,64.70319207412541,0.9453357033253662,2.050288845648729,0.5026522877350955,3.0415027533334844,0.389690791263708,1.3538687098922104,1.0215756961462232,1.4733598
150,2,2,kmedoids_dirac_no_wc_2,no_wc,614.3845073097519,1.167899736742805,88.32521644696806,16.789973674280493,22,3,0.0,0.0,7.3,0.0,24.0,0.0,0.0,305.47424794282045,60.1765807608873,323.87764369362117,64.70319207412541,1.0193262303820922,2.423221612430688,0.06602895763574321,2.8469584632487366,0.0,1.5510198505729682,1.017814558591329,1.8645568
150,3,2,kmedoids_dirac_no_wc_2,no_wc,597.6050598941265,1.1360032419805783,71.54576903134262,13.600324198057828,21,3,0.0,0.0,7.3,0.0,32.0,0.0,0.0,314.17530562212204,61.96245996355704,323.87764369362117,64.70319207412541,0.9861651976675911,2.418813648503018,0.29051227610343766,3.0759534491111284,0.0,1.4926188569415435,1.0166542404541126,1.8244916
200,1,2,kmedoids_dirac_no_wc_2,no_wc,556.1186604353339,1.0571406495325841,30.059369572550054,5.71406495325841,21,3,0.0,0.0,5.475,0.0,24.0,0.0,0.0,308.8912084982729,61.77822048644051,323.87764369362117,64.70319207412541,0.9995142430040631,2.2066983714487827,0.15945064870009834,3.121942020121197,0.0,1.4567844214072723,1.022042639936991,2.4862094
200,2,2,kmedoids_dirac_no_wc_2,no_wc,534.7832154144331,1.0165835385918975,8.723924551649247,1.6583538591897575,17,3,0.0,0.0,5.475,0.0,23.0,0.0,0.0,326.1134639082962,65.44208870253966,323.87764369362117,64.70319207412541,0.9797836529218967,2.236668789203316,0.39419919282918797,3.493100411965932,0.0,1.5533766185643163,1.0170914414117993,1.6990578
200,3,2,kmedoids_dirac_no_wc_2,no_wc,535.406846671542,1.0177690157195538,9.347555808758102,1.7769015719553745,17,3,0.0,0.0,5.475,0.0,32.0,0.0,0.0,329.061577284343,66.22028154049899,323.87764369362117,64.70319207412541,0.9632297144737275,2.1954069124005913,0.47933082069886446,3.609378781470832,0.0,1.5805348671236947,1.0170761165806386,3.0584641
250,1,2,kmedoids_dirac_no_wc_2,no_wc,548.0783857551804,1.0418566790376105,22.019094892396538,4.185667903761051,20,3,0.0,0.0,4.38,0.0,17.0,0.0,0.0,315.18294826401836,63.04957226727815,323.87764369362117,64.70319207412541,1.009718978796026,2.242095416080498,0.18750349750634301,3.2214954605505253,0.0,1.3673889827768324,1.0174325465603156,2.9492696
250,2,2,kmedoids_dirac_no_wc_2,no_wc,528.3714404250336,1.0043952261701483,2.312149562249715,0.43952261701482065,9,3,0.0,0.0,4.38,0.0,19.0,0.0,0.0,309.096600330069,59.87042069070061,323.87764369362117,64.70319207412541,1.0274104718443815,2.4831199642266975,0.6942742038503091,2.7304808108137313,0.0,1.1366816889760363,1.0136250361150394,2.350392
250,3,2,kmedoids_dirac_no_wc_2,no_wc,535.2790300868168,1.0175260457978257,9.219739224032878,1.7526045797825733,16,3,0.0,0.0,4.38,0.0,26.0,0.0,0.0,328.1370645177942,66.1291466420568,323.87764369362117,64.70319207412541,0.9632320152658083,2.1646694742634525,0.4819361769119168,3.610877197724328,0.0,1.5744182598684249,1.018088593114569,1.1808992
