k,method,construction,worst_case,percentage,regret,regret_std,cost_ratio,cost_ratio_std,cost_diff,cost_diff_std,lol_reduced,lol_reduced_std,relative_wc_weight,relative_wc_weight_std,avg_weight_normal,avg_weight_normal_std,avg_weight_wc,avg_weight_wc_std,max_weight_normal,max_weight_normal_std,max_weight_wc,max_weight_wc_std,avg_local_wc_dist,avg_local_wc_dist_std,inv_cost_reduced,inv_cost_reduced_std,fixed_inv_cost_reduced,fixed_inv_cost_reduced_std,inv_cost_ref,fixed_inv_cost_ref,inv_ccgt,inv_solar,inv_ocgt,inv_wind,inv_wind_offshore,inv_battery,inv_electrolizer
8,kmedoids_dirac_global_fixed_wc_p0.01_2,2,global_fixed_wc,0.0001,247.90877674439056,76.55942373174013,3.4790877674439056,0.7655942373174014,1307.5877046668863,403.8104760253139,689.0,291.35716912408384,0.0,0.0,52.13764285714284,0.0,0.036500000000000005,0.0,100.54549999999999,22.959830414878923,0.036500000000000005,0.0,0.0,0.0,314.75000870262585,14.37005863432861,60.69340459444283,3.261802467185461,324.26144987757283,64.67856102926612,0.8235981044328943,2.7979998840731093,0.0,3.1865942071857365,0.0,0.9390864457869537,1.1171050057782506
8,kmedoids_dirac_global_fixed_wc_p0.1_2,2,global_fixed_wc,0.001,44.26959498820512,11.739551602401953,1.442695949882051,0.11739551602401953,233.49870406905484,61.919926898879254,59.333333333333336,8.962886439832502,0.0,0.0,52.090714285714284,5.0242958677880805e-15,0.365,0.0,100.45499999999997,22.939164500914124,0.365,0.0,0.0,0.0,266.2263992237088,5.1467066579548995,45.82318178759592,1.069513625393217,324.26144987757283,64.67856102926612,1.0942144783593477,3.403810700368691,0.6132433041934825,0.8604953100012448,0.0,0.8582865815193291,1.0052961789712869
8,kmedoids_dirac_global_fixed_wc_p1.0_2,2,global_fixed_wc,0.01,6.734430240947226,0.34511894209585,1.0673443024094722,0.0034511894209584915,35.520558395069806,1.8203199227491125,0.0,0.0,0.0,0.0,51.62142857142857,7.105427357601002e-15,3.65,0.0,99.55,22.732505361266295,3.65,0.0,0.0,0.0,277.1925107939646,15.125818287118491,45.34691767233311,3.4269033514569407,324.26144987757283,64.67856102926612,1.2071842432659246,3.4890752028675904,2.6820621641456484,0.3015523867702326,0.0,0.9519733746543441,1.00877148011427
8,kmedoids_dirac_global_fixed_wc_p5.0_2,2,global_fixed_wc,0.05,8.667591346138336,0.03396903167176995,1.0866759134613833,0.00033969031671769517,45.71696098106796,0.17916867945036172,0.0,0.0,0.0,0.0,49.5357142857143,1.0048591735576161e-14,18.25,0.0,95.52777777777779,21.814020296164582,18.25,0.0,0.0,0.0,275.7091950227105,2.7588260992220133,45.173177790672774,0.2653346971483999,324.26144987757283,64.67856102926612,1.3691945620312993,3.5179947333787616,2.2377729482796163,0.0,0.0,0.5428571428571429,1.092013477536133
8,kmedoids_dirac_global_fixed_wc_p20.0_2,2,global_fixed_wc,0.2,9.747417858358478,0.034338140606177424,1.0974741785835846,0.00034338140606168745,51.41247482730913,0.1811155338967902,0.0,0.0,0.0,0.0,41.714285714285715,8.702335715267317e-15,73.0,0.0,80.44444444444444,18.369701302033384,73.0,0.0,0.0,0.0,275.3492846801003,4.559286548709124,47.89808582342255,0.48660551391822826,324.26144987757283,64.67856102926612,1.6235775511861787,3.3125835046936394,0.5488694183370194,0.0,0.0,0.6051525715932516,1.20262760984225
10,kmedoids_dirac_global_fixed_wc_p0.01_2,2,global_fixed_wc,0.0001,179.6211687756111,35.885340169973446,2.796211687756111,0.3588534016997345,947.4066827051098,189.2761934460545,499.3333333333333,55.15735067362584,0.0,0.0,40.5515,5.0242958677880805e-15,0.036500000000000005,0.0,74.88139999999999,11.12609783751699,0.036500000000000005,0.0,0.0,0.0,308.8522035779137,2.517755442178013,58.8355176536597,0.43324782841730347,324.26144987757283,64.67856102926612,0.8631877557440454,2.902634252735478,0.0,2.8837077769414967,0.0,0.9030208782438806,1.1060991157761098
10,kmedoids_dirac_global_fixed_wc_p0.1_2,2,global_fixed_wc,0.001,46.487418703638355,6.586379918278853,1.4648741870363835,0.06586379918278848,245.19655139621582,34.739671231108154,62.666666666666664,11.372481406154654,0.0,0.0,40.51500000000001,1.0048591735576161e-14,0.365,0.0,74.81399999999998,11.116083348014266,0.365,0.0,0.0,0.0,264.7407673594536,4.097101783338467,45.426536762513905,1.2385427743075552,324.26144987757283,64.67856102926612,1.102397403123424,3.4241669077863066,0.5667410696673497,0.8045390373146972,0.0,0.8033018345391176,1.0066900958764406
10,kmedoids_dirac_global_fixed_wc_p1.0_2,2,global_fixed_wc,0.01,6.724492488849862,0.3382005523174088,1.0672449248884988,0.0033820055231740882,35.46814200777934,1.7838290750704529,0.0,0.0,0.0,0.0,40.150000000000006,5.0242958677880805e-15,3.65,0.0,74.14,11.015938452987111,3.65,0.0,0.0,0.0,277.660850577177,12.310172171281843,45.38196720385698,2.7574282026169645,324.26144987757283,64.67856102926612,1.1903674706912097,3.4669972060461185,2.823938128094991,0.3301159272891841,0.0,0.9612850733794795,1.0087676229239129
10,kmedoids_dirac_global_fixed_wc_p5.0_2,2,global_fixed_wc,0.05,8.660456479799459,0.019111461687565938,1.0866045647979945,0.00019111461687566458,45.679328334004516,0.10080285437671202,0.0,0.0,0.0,0.0,38.52777777777778,5.0242958677880805e-15,18.25,0.0,71.14444444444446,10.570850030644186,18.25,0.0,0.0,0.0,275.3314517306314,2.310590992545107,45.15160999070031,0.2075089605945705,324.26144987757283,64.67856102926612,1.370901426333708,3.505711121399964,2.225105760247442,0.0,0.0,0.5428571428571429,1.0927994191217933
10,kmedoids_dirac_global_fixed_wc_p20.0_2,2,global_fixed_wc,0.2,9.741577726313539,0.038684514861429486,1.0974157772631354,0.0003868451486143269,51.38167121899854,0.20404035975686174,0.0,0.0,0.0,0.0,32.44444444444444,5.0242958677880805e-15,73.0,0.0,59.9111111111111,8.901768446858283,73.0,0.0,0.0,0.0,275.8934747693815,4.269550262155506,47.955267360289504,0.45666962538801165,324.26144987757283,64.67856102926612,1.62342572387821,3.3299643601863593,0.5429755967526863,0.0,0.0,0.6029726624749667,1.2057932577637656
12,kmedoids_dirac_global_fixed_wc_p0.01_2,2,global_fixed_wc,0.0001,220.92954524878405,99.56840998583121,3.2092954524878405,0.9956840998583115,1165.2865249817871,525.1707115030586,672.6666666666666,170.8986054165842,0.0,0.0,33.17849999999999,0.0,0.036500000000000005,0.0,61.993799999999986,0.8818289119778274,0.036500000000000005,0.0,0.0,0.0,322.75080543399366,10.949864455243821,63.09953762871916,2.806968980799598,324.26144987757283,64.67856102926612,0.8083446607450956,2.670546619246895,0.0,3.512798708645173,0.0,0.8340311976869628,1.127069992846712
