k,seed,construction,method,worst_case,reduced_cost,cost_ratio,cost_diff,regret,lol_reduced,lol_full,relative_wc_weight,percentage,avg_weight_normal,avg_weight_wc,max_weight_normal,max_weight_wc,avg_local_wc_dist,inv_cost_reduced,fixed_inv_cost_reduced,inv_cost_ref,fixed_inv_cost_ref,inv_ccgt,inv_solar,inv_ocgt,inv_wind,inv_wind_offshore,inv_battery,inv_electrolizer,clustering_time
40,1,2,kmedoids_conical_no_wc_2,no_wc,530.7308426147733,1.0062256895163058,3.2837220091599875,0.6225689516305686,5,14,0.0,0.0,9.367905321013106,0.0,32.409759956152804,0.0,0.0,352.0800294473722,66.76854966301224,324.26144987757283,64.67856102926612,0.9370112957772575,2.243364438064594,1.527121458916532,3.5157523083514475,0.18888551897141198,1.344813435444075,1.0120529389716018,2.6812511
40,2,2,kmedoids_conical_no_wc_2,no_wc,567.2046189405413,1.0753772213018786,39.75749833492796,7.537722130187858,115,14,0.0,0.0,9.346375172423413,0.0,23.51408627911648,0.0,0.0,325.7075739413015,65.65940453652416,324.26144987757283,64.67856102926612,0.9255166358312855,2.289997024141178,0.0,3.625377248522829,0.0,1.8098177478441837,1.0675824369381726,0.6605863
40,3,2,kmedoids_conical_no_wc_2,no_wc,709.0509348899084,1.3443071488868459,181.60381428429503,34.43071488868458,151,14,0.0,0.0,9.366346659996033,0.0,39.800163808825744,0.0,0.0,319.89789376573634,62.93209333454819,324.26144987757283,64.67856102926612,0.928298820406534,2.560534309931173,0.0,3.263188447034711,0.007790044078863167,1.5073380089608317,1.0545821506355797,0.8433036
40,4,2,kmedoids_conical_no_wc_2,no_wc,536.1026543550648,1.016410239835063,8.655533749451479,1.6410239835062932,35,14,0.0,0.0,9.384795269404044,0.0,27.366715780804668,0.0,0.0,341.0478745007699,61.43682018845229,324.26144987757283,64.67856102926612,0.9573901803669307,2.1978744353433983,0.34599210532016805,2.965173072701889,0.4449733383456014,1.51290315203174,1.0239982678584616,0.7483596
40,5,2,kmedoids_conical_no_wc_2,no_wc,546.4168198867,1.0359651205590157,18.969699281086605,3.5965120559015755,33,14,0.0,0.0,9.359710571313615,0.0,32.32722434797132,0.0,0.0,342.4543388282728,66.37935261263779,324.26144987757283,64.67856102926612,0.9559713035090969,2.4001594750652817,0.7820813667723927,3.5468171040497776,0.08873641777369469,0.7600000000000001,1.0097977134468672,2.7533184
50,1,2,kmedoids_conical_no_wc_2,no_wc,530.1802723867715,1.0051818498469003,2.733151781158199,0.5181849846900295,10,14,0.0,0.0,7.477641503852232,0.0,18.72568159088563,0.0,0.0,348.99077999048455,66.4126505218876,324.26144987757283,64.67856102926612,0.9669677268383211,2.186141033444147,1.0415349293400153,3.5163067690714134,0.21057629212680848,0.8823643695264023,1.0066360037426147,2.5465207
50,2,2,kmedoids_conical_no_wc_2,no_wc,529.5980726970038,1.0040780431011183,2.1509520913904225,0.40780431011182794,11,14,0.0,0.0,7.480447080701879,0.0,24.54283622587208,0.0,0.0,349.02853990900564,67.81228321658458,324.26144987757283,64.67856102926612,0.9318257519013803,2.0888343351303194,1.3080222670363328,3.7653825132320744,0.13618304598553352,0.8791186655504081,1.0071083652048771,2.5367303
50,3,2,kmedoids_conical_no_wc_2,no_wc,587.4124723839806,1.1136897888636024,59.96535177836722,11.36897888636024,49,14,0.0,0.0,7.478110140585904,0.0,31.66306398301623,0.0,0.0,327.95510281483473,66.03907036756098,324.26144987757283,64.67856102926612,0.937389545708866,2.165410824796203,0.47688734432255075,3.6720230593899847,0.0,1.2951872001141533,1.0173656010744394,2.5559116
50,4,2,kmedoids_conical_no_wc_2,no_wc,559.7750573885859,1.0612913323820095,32.32793678297253,6.129133238200955,40,14,0.0,0.0,7.460926467298944,0.0,22.681648496970656,0.0,0.0,331.7661139705013,62.440965722009935,324.26144987757283,64.67856102926612,0.9527284234431999,2.2119398584270287,0.47027419526851405,3.157096451854219,0.2465781201180332,1.2720304841181787,1.0148263454952176,2.2809881
50,5,2,kmedoids_conical_no_wc_2,no_wc,555.810916392133,1.053775619732178,28.36379578651963,5.377561973217788,35,14,0.0,0.0,7.467402964800371,0.0,23.02883549374859,0.0,0.0,344.2680363779942,66.62575932055894,324.26144987757283,64.67856102926612,0.9231849517150994,2.412892775904689,1.0268503846629229,3.6098622427390787,0.07904414210414956,0.7600000000000001,1.0088591311865491,2.5172688
60,1,2,kmedoids_conical_no_wc_2,no_wc,552.5738217830962,1.0476383322533496,25.1267011774828,4.763833225334967,22,14,0.0,0.0,6.20161702220762,0.0,15.899338391525296,0.0,0.0,343.78685251578406,63.33069824018261,324.26144987757283,64.67856102926612,0.958091815737506,2.063478528758548,0.7951263373716637,3.2359902498898996,0.36428417009881914,0.7600000000000001,1.0073338660491353,2.5168283
60,2,2,kmedoids_conical_no_wc_2,no_wc,530.9780763668911,1.0066944260824164,3.53095576127771,0.6694426082416519,10,14,0.0,0.0,6.226503337922189,0.0,18.800347517444653,0.0,0.0,343.100971369702,65.15684590268621,324.26144987757283,64.67856102926612,0.9487783652301225,2.0412505598972506,1.1930588770342807,3.451850271127071,0.22834621309125444,0.8834467563737568,1.006368927784787,2.5084579
60,3,2,kmedoids_conical_no_wc_2,no_wc,528.0674248953887,1.0011760501963936,0.6203042897753903,0.11760501963934483,12,14,0.0,0.0,6.199834949080469,0.0,23.534304091206707,0.0,0.0,322.47944346559404,62.76045863644316,324.26144987757283,64.67856102926612,0.9702591904707764,2.42352691494414,1.1294757678530076,3.1125283890273456,0.0,1.1512113900567296,1.0086984937246402,2.3587107
60,4,2,kmedoids_conical_no_wc_2,no_wc,539.7942758367533,1.0234092760179694,12.347155231139936,2.340927601796928,26,14,0.0,0.0,6.165435001183474,0.0,22.813820013654578,0.0,0.0,348.39932721501884,64.09146189383995,324.26144987757283,64.67856102926612,0.9422059157995499,2.1037512261369824,0.8524452859092589,3.3224156289761564,0.36917222467599764,0.7600000000000001,1.0093247317497722,2.3855689
60,5,2,kmedoids_conical_no_wc_2,no_wc,530.7806222490216,1.0063200679521782,3.3335016434082263,0.6320067952178237,13,14,0.0,0.0,6.204954879624014,0.0,19.51225802738787,0.0,0.0,341.8947391311798,66.04547841302289,324.26144987757283,64.67856102926612,0.9483473658228094,2.2069411970583723,1.1597949467755564,3.5272665056512222,0.12339640049440699,0.9556540549229986,1.0069539049650609,2.56775
70,1,2,kmedoids_conical_no_wc_2,no_wc,547.2018663614824,1.0374535095256312,19.754745755869067,3.745350952563116,24,14,0.0,0.0,5.272172839344278,0.0,22.580619081389212,0.0,0.0,339.10493085529,61.49099649024789,324.26144987757283,64.67856102926612,0.9523383283236926,2.1551904307143177,0.8981068118983744,3.009864363466922,0.3765118985371102,0.7600000000000001,1.0082208790608231,2.3788591
70,2,2,kmedoids_conical_no_wc_2,no_wc,529.9020410460996,1.0046543441884137,2.454920440486262,0.4654344188413673,17,14,0.0,0.0,5.293018964562303,0.0,17.13403436269224,0.0,0.0,344.50615347477043,64.93169832078314,324.26144987757283,64.67856102926612,0.958588824443279,2.11588618752265,0.9134487082827768,3.4060945405336223,0.26061709369477226,0.7930162026810463,1.0105933050636873,0.9864669
70,3,2,kmedoids_conical_no_wc_2,no_wc,552.1338999779477,1.0468042736568344,24.6867793723344,4.680427365683427,20,14,0.0,0.0,5.2888749757328695,0.0,18.535684893351117,0.0,0.0,316.18906252764793,61.663272221238536,324.26144987757283,64.67856102926612,0.9906742750795752,2.4112619822230688,0.8373340339250566,3.006463777023669,0.0,1.0104182150210586,1.0075591944948648,0.8023407
70,4,2,kmedoids_conical_no_wc_2,no_wc,530.4362977472321,1.0056672546400225,2.989177141618711,0.5667254640022579,22,14,0.0,0.0,5.275763693555237,0.0,15.93315691092883,0.0,0.0,342.58527763925895,63.57226964394461,324.26144987757283,64.67856102926612,0.9455666590408687,2.08432546953534,0.957763683041305,3.2778676024951845,0.3174486875949803,0.7718254321732407,1.0097375741999044,0.9382693
70,5,2,kmedoids_conical_no_wc_2,no_wc,535.1547171261992,1.0146130222717606,7.7075965205858665,1.4613022271760674,26,14,0.0,0.0,5.271632782040986,0.0,15.647243692453051,0.0,0.0,336.0622952504982,65.38363651247961,324.26144987757283,64.67856102926612,0.9778659484866229,2.4206026237355545,0.7497261710244444,3.4079755205584643,0.05662820582455674,0.7987770794754077,1.009980438166189,0.8954806
80,1,2,kmedoids_conical_no_wc_2,no_wc,529.9577909280927,1.0047600417641802,2.5106703224793137,0.47600417641802056,18,14,0.0,0.0,4.606472056559843,0.0,13.89677898022269,0.0,0.0,344.19573325523913,65.23078599118918,324.26144987757283,64.67856102926612,0.9454528880273843,2.0179747587238364,0.9850462956769213,3.4909907468448513,0.25859015085826675,0.7913069477641422,1.010369505016885,0.9084817
80,2,2,kmedoids_conical_no_wc_2,no_wc,529.68084599497,1.0042349750374822,2.233725389356664,0.42349750374822537,17,14,0.0,0.0,4.610273701310496,0.0,19.725755020521493,0.0,0.0,341.3289189452728,64.50036998940206,324.26144987757283,64.67856102926612,0.954810184843895,2.033733486107895,0.949387702075437,3.3950485891081277,0.2602223775733713,0.7935297022195819,1.0105940418089012,0.9532686
80,3,2,kmedoids_conical_no_wc_2,no_wc,529.3555577934258,1.0036182531162956,1.9084371878124102,0.3618253116295616,15,14,0.0,0.0,4.601734897993047,0.0,16.011159366726652,0.0,0.0,338.21650543692067,64.5896075455569,324.26144987757283,64.67856102926612,0.9581314984158202,2.1115196434250856,1.0833632657333565,3.3840675223940178,0.18443197027274125,0.8273745699102877,1.0076365125165316,0.8143309
80,4,2,kmedoids_conical_no_wc_2,no_wc,534.8982403600093,1.0141267616473866,7.451119754395904,1.412676164738666,30,14,0.0,0.0,4.599716789963037,0.0,16.970979826469218,0.0,0.0,340.2308324010337,65.13957187434582,324.26144987757283,64.67856102926612,0.9520986871919551,2.1942786328181274,0.8348729250208342,3.45869468160997,0.17701952208536462,0.7600000000000001,1.0101997974505563,0.8848349
80,5,2,kmedoids_conical_no_wc_2,no_wc,532.5717459789353,1.009715903591317,5.124625373321919,0.9715903591317055,21,14,0.0,0.0,4.596320224372185,0.0,14.902304273141544,0.0,0.0,338.85182230172626,64.95502106298854,324.26144987757283,64.67856102926612,0.9425179112121691,2.2541451524298743,0.8754282624149936,3.4210171809881738,0.15604145258987598,1.1013714753606227,1.0105813211848214,0.878997
100,1,2,kmedoids_conical_no_wc_2,no_wc,528.6255420869571,1.0022341983400929,1.1784214813437757,0.22341983400927762,10,14,0.0,0.0,3.6657342931398893,0.0,12.519413293221568,0.0,0.0,339.38470634849875,66.35380701990569,324.26144987757283,64.67856102926612,0.9581444849300192,2.113479004381858,1.237198114533403,3.5820424832702975,0.08790284437739201,0.8857112236016043,1.0071509741465072,0.8799635
100,2,2,kmedoids_conical_no_wc_2,no_wc,532.8072322198194,1.010162367761249,5.360111614206062,1.016236776124893,13,14,0.0,0.0,3.6616812465656676,0.0,11.547924680707643,0.0,0.0,332.71990289998195,65.5260675800864,324.26144987757283,64.67856102926612,0.9839056192619985,2.2291564647059356,0.9684817868130836,3.4626944750469306,0.03450671067221942,0.8003620411026882,1.007094514354412,0.9723844
100,3,2,kmedoids_conical_no_wc_2,no_wc,528.4630709123876,1.0019261652345504,1.0159503067742435,0.19261652345503982,4,14,0.0,0.0,3.6681921522311076,0.0,14.406164889889444,0.0,0.0,334.15633882842747,66.28615976844229,324.26144987757283,64.67856102926612,0.9766161946922242,2.2175157805283927,1.2735065226868947,3.4943792339040702,0.0,1.4933228656599387,1.011477936441801,0.8047069
100,4,2,kmedoids_conical_no_wc_2,no_wc,528.3926383255607,1.001792630356692,0.945517719947361,0.1792630356691909,10,14,0.0,0.0,3.6672618597579167,0.0,14.480671435006414,0.0,0.0,336.2207394947976,65.54667891247422,324.26144987757283,64.67856102926612,0.956803430519709,2.1847156175971385,1.2866830764226083,3.479142340432897,0.07008940235073413,0.8750090570163342,1.007565665491895,1.1357539
100,5,2,kmedoids_conical_no_wc_2,no_wc,531.7522599650756,1.0081622198534692,4.30513935946226,0.8162219853469121,26,14,0.0,0.0,3.664831141574009,0.0,12.876946763561476,0.0,0.0,333.5943187258605,65.97913222649674,324.26144987757283,64.67856102926612,0.9744579825570482,2.3860224489755764,0.7470966563084166,3.5019015280631747,0.0,0.9593505201618947,1.0107998144365788,1.0638623
150,1,2,kmedoids_conical_no_wc_2,no_wc,528.6027964327852,1.0021910742935614,1.1556758271718763,0.21910742935612815,7,14,0.0,0.0,2.431741173186008,0.0,10.529768317140025,0.0,0.0,334.4691731734514,66.77017739909226,324.26144987757283,64.67856102926612,0.9916734024966035,2.1233913263460513,1.2021466602922122,3.577402472463507,0.0,1.1428506576214639,1.0076764503803886,0.8955245
150,2,2,kmedoids_conical_no_wc_2,no_wc,528.6663840072845,1.002311631543786,1.2192634016711281,0.23116315437861773,6,14,0.0,0.0,2.4311107002476167,0.0,9.20525865228833,0.0,0.0,334.9456899773105,66.5854302964851,324.26144987757283,64.67856102926612,0.9812602374907109,2.168813619123895,1.2972298622095007,3.5478941987241726,0.0,1.211503087167589,1.0090248044063033,1.2754915
150,3,2,kmedoids_conical_no_wc_2,no_wc,527.6574018384706,1.000398677373792,0.21028123285725542,0.039867737379210844,12,14,0.0,0.0,2.4313558140936915,0.0,10.19842822705584,0.0,0.0,330.09341926755883,65.28718021914686,324.26144987757283,64.67856102926612,0.9983523955438468,2.2659090125706127,0.9147009510685044,3.383529677638674,0.012827641636159414,1.2382657755733306,1.010024401044687,3.3179381
150,4,2,kmedoids_conical_no_wc_2,no_wc,528.5672179565804,1.0021236201833483,1.1200973509670575,0.2123620183348361,12,14,0.0,0.0,2.4345318925578665,0.0,10.26351320067655,0.0,0.0,337.7710154417609,65.64726053810234,324.26144987757283,64.67856102926612,0.964822615048166,2.062301834867697,1.0828205246632439,3.517266672245612,0.12987438119134473,0.8474073821258006,1.0084588640661787,2.9673123
150,5,2,kmedoids_conical_no_wc_2,no_wc,527.791395497934,1.0006527192563406,0.3442748923206409,0.0652719256340513,10,14,0.0,0.0,2.4308909013074054,0.0,10.790276762582492,0.0,0.0,327.67273156692215,64.07221805388431,324.26144987757283,64.67856102926612,0.9884342114730568,2.2285899308913515,0.9714303874558239,3.2671790843091704,0.05550366482855268,1.2603150923192599,1.0107309689014075,2.9350001
200,1,2,kmedoids_conical_no_wc_2,no_wc,528.2667018137613,1.001553864219046,0.8195812081479517,0.15538642190460927,7,14,0.0,0.0,1.8216738329286448,0.0,6.962410139544544,0.0,0.0,330.7068708472126,65.93242158359394,324.26144987757283,64.67856102926612,0.9837928116718453,2.126935688952468,1.2162779629652705,3.48486362775139,0.0,1.4729182495967073,1.0076933388524123,3.2066018
200,2,2,kmedoids_conical_no_wc_2,no_wc,528.2686813830034,1.0015576173331777,0.8215607773900047,0.15576173331777618,7,14,0.0,0.0,1.8209484390979291,0.0,7.188918496427932,0.0,0.0,330.8210607506018,66.00254344427879,324.26144987757283,64.67856102926612,0.9887229267135254,2.1280822573960463,1.1765471482750962,3.4861619874106275,0.0,1.4733244661294418,1.0077905221626806,1.1501197
200,3,2,kmedoids_conical_no_wc_2,no_wc,527.6662573478712,1.0004154667523946,0.21913674225788782,0.04154667523945824,9,14,0.0,0.0,1.8220524683749018,0.0,7.96053353181,0.0,0.0,332.00426174200385,66.03164299891642,324.26144987757283,64.67856102926612,0.987159832341941,2.2032200523533008,1.0593091425455472,3.499386663558993,0.0,1.144394406842082,1.0077731813263913,1.2800686
200,4,2,kmedoids_conical_no_wc_2,no_wc,534.5563960461703,1.0134786505847149,7.109275440556985,1.3478650584714793,17,14,0.0,0.0,1.823039692257427,0.0,9.58790869176336,0.0,0.0,317.6606005766245,62.57917973434628,324.26144987757283,64.67856102926612,1.0043197884668822,2.2307346860100554,0.7228095589800568,3.132620617900302,0.02161773638033495,1.1416879799505877,1.008934899712417,0.8543626
200,5,2,kmedoids_conical_no_wc_2,no_wc,527.5040016731726,1.0001078422183707,0.05688106755928857,0.010784221837058829,14,14,0.0,0.0,1.8224155369302018,0.0,7.316774799833671,0.0,0.0,324.02292759265794,64.15244833588424,324.26144987757283,64.67856102926612,1.0048930962455882,2.265117839193147,0.846087986763767,3.272939960548821,0.0,1.1631606729789152,1.0088833779035318,0.8430091
250,1,2,kmedoids_conical_no_wc_2,no_wc,527.627151072064,1.0003413241999386,0.18003046645060294,0.034132419993855016,11,14,0.0,0.0,1.4577968275526605,0.0,5.30882404571203,0.0,0.0,325.2975886771278,64.63723605678787,324.26144987757283,64.67856102926612,1.0078381105386698,2.216059775133165,0.8930133728998959,3.319457538742166,0.0,1.3112602838239402,1.0084149170533567,1.1292442
250,2,2,kmedoids_conical_no_wc_2,no_wc,528.1647361844599,1.0013605450685228,0.7176155788465621,0.1360545068522884,8,14,0.0,0.0,1.4578623063145575,0.0,6.301236687898975,0.0,0.0,331.14747992456256,66.19615401887849,324.26144987757283,64.67856102926612,0.9887621400140064,2.1033773554005464,1.1537446926307677,3.522151222765055,0.0,1.3938882029141362,1.0079954124258685,1.1628139
250,3,2,kmedoids_conical_no_wc_2,no_wc,527.6673775359609,1.0004175905446115,0.22025693034754568,0.04175905446116518,9,14,0.0,0.0,1.4572805067920662,0.0,5.97415822042606,0.0,0.0,331.59461094025454,66.0329736997687,324.26144987757283,64.67856102926612,0.9987906876643824,2.2051727972064445,0.9711952957051622,3.4849726260275644,0.0,1.1477566447245147,1.0088113747003042,2.0634069
250,4,2,kmedoids_conical_no_wc_2,no_wc,531.1133788042567,1.0069509493092574,3.6662581986433906,0.6950949309257396,14,14,0.0,0.0,1.45747616680987,0.0,5.941974574302608,0.0,0.0,317.02870116425294,62.90608599787808,324.26144987757283,64.67856102926612,1.008505479077285,2.1818785212141196,0.8050514187457671,3.175486723139668,0.0,1.1239513914154537,1.0082422622488614,1.9566837
250,5,2,kmedoids_conical_no_wc_2,no_wc,531.1915220469983,1.0070991030097685,3.74440144138498,0.7099103009768388,13,14,0.0,0.0,1.4576266728670773,0.0,5.646764629905345,0.0,0.0,324.3867225191858,64.22207598297257,324.26144987757283,64.67856102926612,1.005669731684724,2.27107424161055,0.8392032559913584,3.2775048170164847,0.0,1.1625169222068106,1.007534067442988,1.1850101
300,1,2,kmedoids_conical_no_wc_2,no_wc,527.8645964584013,1.000791502762037,0.4174758527879021,0.0791502762037183,14,14,0.0,0.0,1.2151665522133799,0.0,4.293459384558961,0.0,0.0,325.4474554817376,64.87587163810686,324.26144987757283,64.67856102926612,1.0008352874752844,2.1753188483706816,0.8346775040445505,3.3928809673557865,0.0,1.0937951876865277,1.0081187275228496,1.3903807
300,2,2,kmedoids_conical_no_wc_2,no_wc,527.4514328889338,1.0000081757642654,0.004312283320473398,0.0008175764265282265,13,14,0.0,0.0,1.2154525490182213,0.0,4.596620030265597,0.0,0.0,324.78260472291095,64.73076425001946,324.26144987757283,64.67856102926612,0.999552886731738,2.164242243523071,0.8735379684648655,3.376734165067531,0.0,1.14852327971754,1.0081276329775581,1.2368258
300,3,2,kmedoids_conical_no_wc_2,no_wc,527.6470649781206,1.0003790794654026,0.19994437250727515,0.03790794654025214,9,14,0.0,0.0,1.215202472470016,0.0,6.318669378956833,0.0,0.0,330.38252215761577,65.65292447327121,324.26144987757283,64.67856102926612,0.9924626173631984,2.2099479128790316,1.0338826861020833,3.4497254730721334,0.0,1.1559784432772167,1.0080477287457634,1.1835137
300,4,2,kmedoids_conical_no_wc_2,no_wc,527.7979148809767,1.0006650795153844,0.3507942753633415,0.06650795153845195,9,14,0.0,0.0,1.2153308070369677,0.0,3.997588536537125,0.0,0.0,326.4261265892094,64.78824178720677,324.26144987757283,64.67856102926612,0.999521176021729,2.1957309720758085,1.047623276928459,3.3438168234885004,0.0,1.268732007799755,1.0073512801576157,1.1643097
300,5,2,kmedoids_conical_no_wc_2,no_wc,531.2652567103339,1.0072388983758913,3.8181361047205655,0.7238898375891392,14,14,0.0,0.0,1.2153397415709224,0.0,4.986685986663594,0.0,0.0,324.5280236113327,64.56180660819707,324.26144987757283,64.67856102926612,0.9978764693377901,2.189499203958758,0.8670760458791917,3.357393896583397,0.0,1.1058129469819078,1.0076036441178398,1.37212
350,1,2,kmedoids_conical_no_wc_2,no_wc,527.676285731834,1.0004344798127962,0.2291651262206642,0.043447981279628074,14,14,0.0,0.0,1.0424958674639482,0.0,2.6649627101003275,0.0,0.0,324.5116940272427,64.70790359518847,324.26144987757283,64.67856102926612,1.0013404545906828,2.1658349952560494,0.8216666044818958,3.3807827954362546,0.0,1.0740020719106802,1.0083401637299785,1.3962914
350,2,2,kmedoids_conical_no_wc_2,no_wc,527.4489730043399,1.000003512008416,0.0018523987265552933,0.000351200841598751,14,14,0.0,0.0,1.0425664450868963,0.0,2.663793341248802,0.0,0.0,324.06764784727716,64.60866911237332,324.26144987757283,64.67856102926612,1.0037058438938151,2.169550268633767,0.8038913294636729,3.366539264769427,0.0,1.0741149936372105,1.008515879013941,1.8484031
350,3,2,kmedoids_conical_no_wc_2,no_wc,527.4480896968306,1.0000018373239314,0.0009690912172573007,0.0001837323931439028,14,14,0.0,0.0,1.042544363138591,0.0,2.337567624332714,0.0,0.0,323.9987257574194,64.63390869449731,324.26144987757283,64.67856102926612,1.0036858945470988,2.1600111886075797,0.8035626722598426,3.3725979799294863,0.0,1.0740669605622353,1.0085399113066433,1.6625723
350,4,2,kmedoids_conical_no_wc_2,no_wc,527.447542000345,1.0000007989326611,0.00042139473168845143,7.989326611634683e-5,14,14,0.0,0.0,1.0425863389173973,0.0,2.6648704944863155,0.0,0.0,324.12613741342716,64.65156094721802,324.26144987757283,64.67856102926612,1.0015522615324002,2.1581924926140896,0.8202404898774278,3.3774529548396797,0.0,1.0740284706568406,1.008520927643518,2.1454953
